Country,Timeframe,Sex,Year,Age,Dx,Nx,mx
SWE,Period,Female,1886,92,79.01,238.6,0.33114
SWE,Period,Male,1886,92,32.03,90.24,0.35494
SWE,Period,Female,1886,93,66.01,163.89,0.40277
SWE,Period,Male,1886,93,30.04,55.85,0.53787
SWE,Period,Female,1886,94,45.01,99.05,0.45442
SWE,Period,Male,1886,94,12.01,31.64,0.37958
SWE,Period,Female,1886,95,31,61,0.5082
SWE,Period,Male,1886,95,9.02,17.38,0.51899
SWE,Period,Female,1886,96,20,39.66,0.50429
SWE,Period,Male,1886,96,5.01,8.36,0.59928
SWE,Period,Female,1886,97,11,21.62,0.50879
SWE,Period,Male,1886,97,1,3.53,0.28329
SWE,Period,Female,1886,98,7,11.5,0.6087
SWE,Period,Male,1886,98,1,1.75,0.57143
SWE,Period,Female,1886,99,5,6.19,0.80775
SWE,Period,Male,1886,99,1,1.25,0.8
SWE,Period,Female,1886,100,1,3.25,0.30769
SWE,Period,Female,1886,101,3,1.72,1.74419
SWE,Period,Female,1886,102,1.01,0.5,2.02
SWE,Period,Female,1887,0,6398.52,63882.99,0.10016
SWE,Period,Male,1887,0,8062.62,66360.4,0.1215
SWE,Period,Female,1887,1,1912.45,59274.53,0.03226
SWE,Period,Male,1887,1,2167.32,60903.64,0.03559
SWE,Period,Female,1887,2,1156.27,57062.29,0.02026
SWE,Period,Male,1887,2,1229.32,58677.11,0.02095
SWE,Period,Female,1887,3,837.2,54755.67,0.01529
SWE,Period,Male,1887,3,911.97,56382.97,0.01617
SWE,Period,Female,1887,4,646.15,52624.14,0.01228
SWE,Period,Male,1887,4,677.72,54098.64,0.01253
SWE,Period,Female,1887,5,491.12,51410.97,0.00955
SWE,Period,Male,1887,5,515.55,52886,0.00975
SWE,Period,Female,1887,6,403.09,50440.47,0.00799
SWE,Period,Male,1887,6,378.4,51688.51,0.00732
SWE,Period,Female,1887,7,340.08,50925.01,0.00668
SWE,Period,Male,1887,7,396.42,51867.73,0.00764
SWE,Period,Female,1887,8,287.07,50108.95,0.00573
SWE,Period,Male,1887,8,307.33,51171.27,0.00601
SWE,Period,Female,1887,9,248.06,49281.19,0.00503
SWE,Period,Male,1887,9,267.28,50411.87,0.0053
SWE,Period,Female,1887,10,235.06,48686.9,0.00483
SWE,Period,Male,1887,10,243.26,49859.79,0.00488
SWE,Period,Female,1887,11,169.04,47230.29,0.00358
SWE,Period,Male,1887,11,192.21,48422.9,0.00397
SWE,Period,Female,1887,12,166.04,45923.41,0.00362
SWE,Period,Male,1887,12,173.18,47003.42,0.00368
SWE,Period,Female,1887,13,170.04,44716.02,0.0038
SWE,Period,Male,1887,13,167.18,45836.19,0.00365
SWE,Period,Female,1887,14,161.04,43525.16,0.0037
SWE,Period,Male,1887,14,142.15,44847.92,0.00317
SWE,Period,Female,1887,15,175.04,42901.36,0.00408
SWE,Period,Male,1887,15,156.16,43972.4,0.00355
SWE,Period,Female,1887,16,204.05,41495.45,0.00492
SWE,Period,Male,1887,16,193.2,41842.43,0.00462
SWE,Period,Female,1887,17,179.05,39051.96,0.00458
SWE,Period,Male,1887,17,210.23,38768.78,0.00542
SWE,Period,Female,1887,18,157.04,36448.42,0.00431
SWE,Period,Male,1887,18,187.2,35578.94,0.00526
SWE,Period,Female,1887,19,177.04,36464.72,0.00486
SWE,Period,Male,1887,19,200.22,35312.9,0.00567
SWE,Period,Female,1887,20,211.05,39895.59,0.00529
SWE,Period,Male,1887,20,226.24,38929.35,0.00581
SWE,Period,Female,1887,21,223.05,41097.3,0.00543
SWE,Period,Male,1887,21,288.3,40005.07,0.00721
SWE,Period,Female,1887,22,218.05,40857.97,0.00534
SWE,Period,Male,1887,22,288.31,39335.18,0.00733
SWE,Period,Female,1887,23,240.05,40535.8,0.00592
SWE,Period,Male,1887,23,249.27,38870.89,0.00641
SWE,Period,Female,1887,24,223.06,39304.92,0.00568
SWE,Period,Male,1887,24,270.29,37423.31,0.00722
SWE,Period,Female,1887,25,247.05,37365.24,0.00661
SWE,Period,Male,1887,25,227.24,35025.28,0.00649
SWE,Period,Female,1887,26,214.06,37215.2,0.00575
SWE,Period,Male,1887,26,230.25,34533.38,0.00667
SWE,Period,Female,1887,27,215.05,38115.52,0.00564
SWE,Period,Male,1887,27,221.24,35172.38,0.00629
SWE,Period,Female,1887,28,238.05,37606.88,0.00633
SWE,Period,Male,1887,28,231.25,34536.95,0.0067
SWE,Period,Female,1887,29,202.05,35460.9,0.0057
SWE,Period,Male,1887,29,232.25,32276.35,0.0072
SWE,Period,Female,1887,30,218.05,32917.8,0.00662
SWE,Period,Male,1887,30,196.21,29844.88,0.00657
SWE,Period,Female,1887,31,200.05,31845.2,0.00628
SWE,Period,Male,1887,31,196.21,29208.36,0.00672
SWE,Period,Female,1887,32,197.05,32568.67,0.00605
SWE,Period,Male,1887,32,198.21,29924.09,0.00662
SWE,Period,Female,1887,33,212.05,31925.79,0.00664
SWE,Period,Male,1887,33,176.19,29079.85,0.00606
SWE,Period,Female,1887,34,174.04,29306.56,0.00594
SWE,Period,Male,1887,34,160.17,26628.33,0.00602
SWE,Period,Female,1887,35,219.05,28849.25,0.00759
SWE,Period,Male,1887,35,177.19,26306.9,0.00674
SWE,Period,Female,1887,36,192.05,29500.99,0.00651
SWE,Period,Male,1887,36,184.2,26798.51,0.00687
SWE,Period,Female,1887,37,209.05,30001.6,0.00697
SWE,Period,Male,1887,37,211.23,27011.71,0.00782
SWE,Period,Female,1887,38,209.05,29223.66,0.00715
SWE,Period,Male,1887,38,178.19,26099.01,0.00683
SWE,Period,Female,1887,39,223.06,27209,0.0082
SWE,Period,Male,1887,39,184.2,24253.54,0.00759
SWE,Period,Female,1887,40,199.05,25946.13,0.00767
SWE,Period,Male,1887,40,223.24,23370.31,0.00955
SWE,Period,Female,1887,41,218.06,26333.71,0.00828
SWE,Period,Male,1887,41,208.22,23579.08,0.00883
SWE,Period,Female,1887,42,199.05,27651.6,0.0072
SWE,Period,Male,1887,42,209.22,24635.17,0.00849
SWE,Period,Female,1887,43,216.05,27352.65,0.0079
SWE,Period,Male,1887,43,243.26,24391.05,0.00997
SWE,Period,Female,1887,44,204.05,26734.73,0.00763
SWE,Period,Male,1887,44,208.22,23581.79,0.00883
SWE,Period,Female,1887,45,208.05,26131.65,0.00796
SWE,Period,Male,1887,45,224.24,22979.25,0.00976
SWE,Period,Female,1887,46,234.06,25680.06,0.00911
SWE,Period,Male,1887,46,209.22,22734.12,0.0092
SWE,Period,Female,1887,47,226.05,25039.62,0.00903
SWE,Period,Male,1887,47,246.26,22057.98,0.01116
SWE,Period,Female,1887,48,186.04,23596.49,0.00788
SWE,Period,Male,1887,48,220.23,20581.86,0.0107
SWE,Period,Female,1887,49,211.05,23369.17,0.00903
SWE,Period,Male,1887,49,246.26,20541.49,0.01199
SWE,Period,Female,1887,50,242.06,24047.94,0.01007
SWE,Period,Male,1887,50,267.28,21150.86,0.01264
SWE,Period,Female,1887,51,252.06,24786.04,0.01017
SWE,Period,Male,1887,51,277.3,21701.33,0.01278
SWE,Period,Female,1887,52,224.05,25148.37,0.00891
SWE,Period,Male,1887,52,302.32,22127.38,0.01366
SWE,Period,Female,1887,53,287.07,25018.2,0.01147
SWE,Period,Male,1887,53,309.33,22045.07,0.01403
SWE,Period,Female,1887,54,285.07,23426.97,0.01217
SWE,Period,Male,1887,54,298.32,20732.34,0.01439
SWE,Period,Female,1887,55,294.07,21238.59,0.01385
SWE,Period,Male,1887,55,267.28,18774.13,0.01424
SWE,Period,Female,1887,56,298.07,21115.04,0.01412
SWE,Period,Male,1887,56,324.35,18434.3,0.01759
SWE,Period,Female,1887,57,306.07,22002.74,0.01391
SWE,Period,Male,1887,57,358.38,19167.89,0.0187
SWE,Period,Female,1887,58,337.08,21633.77,0.01558
SWE,Period,Male,1887,58,376.4,18695.08,0.02013
SWE,Period,Female,1887,59,323.08,20111.74,0.01606
SWE,Period,Male,1887,59,327.35,17262.69,0.01896
SWE,Period,Female,1887,60,343.08,20222.98,0.01696
SWE,Period,Male,1887,60,390.42,17315.28,0.02255
SWE,Period,Female,1887,61,461.11,21307.15,0.02164
SWE,Period,Male,1887,61,447.48,18164.18,0.02464
SWE,Period,Female,1887,62,441.11,20569.38,0.02144
SWE,Period,Male,1887,62,435.47,17447.51,0.02496
SWE,Period,Female,1887,63,477.11,19944.65,0.02392
SWE,Period,Male,1887,63,454.48,16945.33,0.02682
SWE,Period,Female,1887,64,480.12,19523.58,0.02459
SWE,Period,Male,1887,64,475.51,16492.91,0.02883
SWE,Period,Female,1887,65,478.11,18188.53,0.02629
SWE,Period,Male,1887,65,509.55,15335.52,0.03323
SWE,Period,Female,1887,66,490.12,16486.93,0.02973
SWE,Period,Male,1887,66,507.54,13992.72,0.03627
SWE,Period,Female,1887,67,495.12,14912.71,0.0332
SWE,Period,Male,1887,67,479.52,12518.39,0.03831
SWE,Period,Female,1887,68,521.12,14145.09,0.03684
SWE,Period,Male,1887,68,494.53,11675.54,0.04236
SWE,Period,Female,1887,69,560.13,13388.89,0.04184
SWE,Period,Male,1887,69,486.52,10872.28,0.04475
SWE,Period,Female,1887,70,592.14,12846.94,0.04609
SWE,Period,Male,1887,70,485.52,10338.93,0.04696
SWE,Period,Female,1887,71,582.14,12351.22,0.04713
SWE,Period,Male,1887,71,524.56,9795.76,0.05355
SWE,Period,Female,1887,72,557.13,10879.97,0.05121
SWE,Period,Male,1887,72,494.53,8521.19,0.05804
SWE,Period,Female,1887,73,533.13,9024.66,0.05907
SWE,Period,Male,1887,73,519.56,6946.1,0.0748
SWE,Period,Female,1887,74,515.12,8445.73,0.06099
SWE,Period,Male,1887,74,408.43,6309.53,0.06473
SWE,Period,Female,1887,75,609.15,8515.84,0.07153
SWE,Period,Male,1887,75,518.55,6239.53,0.08311
SWE,Period,Female,1887,76,596.14,7628.36,0.07815
SWE,Period,Male,1887,76,512.55,5532.82,0.09264
SWE,Period,Female,1887,77,475.11,5994.41,0.07926
SWE,Period,Male,1887,77,417.44,4206.76,0.09923
SWE,Period,Female,1887,78,427.11,4879.28,0.08754
SWE,Period,Male,1887,78,345.37,3351.17,0.10306
SWE,Period,Female,1887,79,532.12,4609.02,0.11545
SWE,Period,Male,1887,79,356.38,3154.82,0.11296
SWE,Period,Female,1887,80,495.12,4138.39,0.11964
SWE,Period,Male,1887,80,403.43,2790.35,0.14458
SWE,Period,Female,1887,81,466.11,3591.64,0.12978
SWE,Period,Male,1887,81,354.38,2358.33,0.15027
SWE,Period,Female,1887,82,458.11,3154.5,0.14522
SWE,Period,Male,1887,82,328.35,2010.57,0.16331
SWE,Period,Female,1887,83,437.1,2738.07,0.15964
SWE,Period,Male,1887,83,310.33,1699.19,0.18263
SWE,Period,Female,1887,84,417.1,2272.12,0.18357
SWE,Period,Male,1887,84,278.29,1359.94,0.20463
SWE,Period,Female,1887,85,322.08,1805.22,0.17842
SWE,Period,Male,1887,85,186.2,1000.97,0.18602
SWE,Period,Female,1887,86,290.07,1379.39,0.21029
SWE,Period,Male,1887,86,167.18,691.92,0.24162
SWE,Period,Female,1887,87,233.06,1068.1,0.2182
SWE,Period,Male,1887,87,122.13,515.6,0.23687
SWE,Period,Female,1887,88,185.05,848.99,0.21796
SWE,Period,Male,1887,88,127.14,407.49,0.31201
SWE,Period,Female,1887,89,181.05,656.86,0.27563
SWE,Period,Male,1887,89,93.1,304.06,0.30619
SWE,Period,Female,1887,90,152.03,485.19,0.31334
SWE,Period,Male,1887,90,76.08,220.83,0.34452
SWE,Period,Female,1887,91,101.02,334.86,0.30168
SWE,Period,Male,1887,91,59.07,144.56,0.40862
SWE,Period,Female,1887,92,74.02,236.7,0.31272
SWE,Period,Male,1887,92,38.04,92.78,0.41
SWE,Period,Female,1887,93,65.01,167.4,0.38835
SWE,Period,Male,1887,93,26.03,58.71,0.44337
SWE,Period,Female,1887,94,44.02,108.13,0.4071
SWE,Period,Male,1887,94,18.02,34.1,0.52845
SWE,Period,Female,1887,95,24,62.43,0.38443
SWE,Period,Male,1887,95,11.01,18.87,0.58347
SWE,Period,Female,1887,96,19,37.87,0.50172
SWE,Period,Male,1887,96,4,10.31,0.38797
SWE,Period,Female,1887,97,12,24.3,0.49383
SWE,Period,Male,1887,97,4,4.9,0.81633
SWE,Period,Female,1887,98,6,12.49,0.48038
SWE,Period,Female,1887,99,3,6.24,0.48077
SWE,Period,Female,1887,100,2,3.43,0.58309
SWE,Period,Male,1887,100,1,0.74,1.35135
SWE,Period,Male,1887,101,1,0.24,4.16667
SWE,Period,Female,1888,0,6050.11,63371.44,0.09547
SWE,Period,Male,1888,0,7645.46,65731.35,0.11631
SWE,Period,Female,1888,1,1773.33,60265.68,0.02943
SWE,Period,Male,1888,1,1954.39,61920.77,0.03156
SWE,Period,Female,1888,2,1064.19,57612.54,0.01847
SWE,Period,Male,1888,2,1036.74,59115.43,0.01754
SWE,Period,Female,1888,3,756.14,55908.98,0.01352
SWE,Period,Male,1888,3,762.54,57467.77,0.01327
SWE,Period,Female,1888,4,542.1,53889.6,0.01006
SWE,Period,Male,1888,4,562.4,55470.83,0.01014
SWE,Period,Female,1888,5,440.08,51923.61,0.00848
SWE,Period,Male,1888,5,448.32,53371.76,0.0084
SWE,Period,Female,1888,6,320.06,50786.31,0.0063
SWE,Period,Male,1888,6,364.26,52235.1,0.00697
SWE,Period,Female,1888,7,288.06,49919.38,0.00577
SWE,Period,Male,1888,7,295.21,51159.04,0.00577
SWE,Period,Female,1888,8,233.04,50455.76,0.00462
SWE,Period,Male,1888,8,265.19,51391.5,0.00516
SWE,Period,Female,1888,9,239.04,49659.94,0.00481
SWE,Period,Male,1888,9,219.16,50712.33,0.00432
SWE,Period,Female,1888,10,200.04,48863.96,0.00409
SWE,Period,Male,1888,10,218.15,49996.97,0.00436
SWE,Period,Female,1888,11,182.03,48305.61,0.00377
SWE,Period,Male,1888,11,207.15,49473.91,0.00419
SWE,Period,Female,1888,12,164.03,46876,0.0035
SWE,Period,Male,1888,12,163.12,48074.33,0.00339
SWE,Period,Female,1888,13,175.03,45547.54,0.00384
SWE,Period,Male,1888,13,143.1,46661.03,0.00307
SWE,Period,Female,1888,14,188.03,44288.85,0.00425
SWE,Period,Male,1888,14,114.08,45474.28,0.00251
SWE,Period,Female,1888,15,194.04,43020.59,0.00451
SWE,Period,Male,1888,15,160.12,44406.56,0.00361
SWE,Period,Female,1888,16,172.03,42299.92,0.00407
SWE,Period,Male,1888,16,164.12,43359.14,0.00379
SWE,Period,Female,1888,17,207.03,40825.8,0.00507
SWE,Period,Male,1888,17,212.16,41017.33,0.00517
SWE,Period,Female,1888,18,190.03,38347.5,0.00496
SWE,Period,Male,1888,18,196.14,37835.45,0.00518
SWE,Period,Female,1888,19,156.03,35741.04,0.00437
SWE,Period,Male,1888,19,177.13,34618.52,0.00512
SWE,Period,Female,1888,20,175.03,35705.63,0.0049
SWE,Period,Male,1888,20,202.14,34234.82,0.0059
SWE,Period,Female,1888,21,206.04,39008.65,0.00528
SWE,Period,Male,1888,21,256.18,37708.1,0.00679
SWE,Period,Female,1888,22,222.04,40146.45,0.00553
SWE,Period,Male,1888,22,242.17,38739.62,0.00625
SWE,Period,Female,1888,23,217.04,39914.82,0.00544
SWE,Period,Male,1888,23,261.18,38076.92,0.00686
SWE,Period,Female,1888,24,224.04,39614.73,0.00566
SWE,Period,Male,1888,24,260.18,37587.19,0.00692
SWE,Period,Female,1888,25,219.04,38424.62,0.0057
SWE,Period,Male,1888,25,229.16,36162.98,0.00634
SWE,Period,Female,1888,26,218.04,36556.99,0.00596
SWE,Period,Male,1888,26,182.13,33882.97,0.00538
SWE,Period,Female,1888,27,225.04,36451.43,0.00617
SWE,Period,Male,1888,27,197.14,33468.51,0.00589
SWE,Period,Female,1888,28,195.04,37386.29,0.00522
SWE,Period,Male,1888,28,231.16,34140.93,0.00677
SWE,Period,Female,1888,29,220.04,36942.79,0.00596
SWE,Period,Male,1888,29,220.15,33588.25,0.00655
SWE,Period,Female,1888,30,223.04,34859.83,0.0064
SWE,Period,Male,1888,30,189.14,31456.64,0.00601
SWE,Period,Female,1888,31,168.03,32388.01,0.00519
SWE,Period,Male,1888,31,197.15,29148.18,0.00676
SWE,Period,Female,1888,32,205.04,31359.6,0.00654
SWE,Period,Male,1888,32,186.13,28584.92,0.00651
SWE,Period,Female,1888,33,196.03,32090.32,0.00611
SWE,Period,Male,1888,33,177.13,29345.16,0.00604
SWE,Period,Female,1888,34,236.05,31475.28,0.0075
SWE,Period,Male,1888,34,154.11,28575.36,0.00539
SWE,Period,Female,1888,35,188.03,28911.79,0.0065
SWE,Period,Male,1888,35,173.12,26190.73,0.00661
SWE,Period,Female,1888,36,218.04,28479.84,0.00766
SWE,Period,Male,1888,36,173.12,25891.55,0.00669
SWE,Period,Female,1888,37,215.04,29132.38,0.00738
SWE,Period,Male,1888,37,205.15,26387.14,0.00777
SWE,Period,Female,1888,38,227.05,29636.47,0.00766
SWE,Period,Male,1888,38,186.13,26614.26,0.00699
SWE,Period,Female,1888,39,220.04,28873.11,0.00762
SWE,Period,Male,1888,39,174.13,25736.58,0.00677
SWE,Period,Female,1888,40,205.04,26887.84,0.00763
SWE,Period,Male,1888,40,202.14,23907,0.00846
SWE,Period,Female,1888,41,208.04,25635.92,0.00812
SWE,Period,Male,1888,41,185.14,23036.71,0.00804
SWE,Period,Female,1888,42,216.04,26031.63,0.0083
SWE,Period,Male,1888,42,223.16,23251.54,0.0096
SWE,Period,Female,1888,43,220.04,27353.26,0.00804
SWE,Period,Male,1888,43,228.16,24288.8,0.00939
SWE,Period,Female,1888,44,243.04,27051.4,0.00898
SWE,Period,Male,1888,44,230.17,24056.32,0.00957
SWE,Period,Female,1888,45,198.03,26439.85,0.00749
SWE,Period,Male,1888,45,227.17,23266.99,0.00976
SWE,Period,Female,1888,46,228.04,25840.62,0.00882
SWE,Period,Male,1888,46,242.18,22673.85,0.01068
SWE,Period,Female,1888,47,236.05,25385.68,0.0093
SWE,Period,Male,1888,47,230.17,22426.72,0.01026
SWE,Period,Female,1888,48,231.04,24748.42,0.00934
SWE,Period,Male,1888,48,260.19,21744.02,0.01197
SWE,Period,Female,1888,49,227.05,23321.57,0.00974
SWE,Period,Male,1888,49,238.17,20282.1,0.01174
SWE,Period,Female,1888,50,208.04,23098.74,0.00901
SWE,Period,Male,1888,50,283.2,20231.17,0.014
SWE,Period,Female,1888,51,255.05,23756.03,0.01074
SWE,Period,Male,1888,51,277.2,20818.81,0.01331
SWE,Period,Female,1888,52,273.05,24472.66,0.01116
SWE,Period,Male,1888,52,278.2,21364.82,0.01302
SWE,Period,Female,1888,53,286.05,24818.72,0.01153
SWE,Period,Male,1888,53,326.23,21774.19,0.01498
SWE,Period,Female,1888,54,313.06,24668.12,0.01269
SWE,Period,Male,1888,54,343.25,21676.26,0.01584
SWE,Period,Female,1888,55,283.05,23078.31,0.01226
SWE,Period,Male,1888,55,337.24,20378.62,0.01655
SWE,Period,Female,1888,56,285.05,20910.95,0.01363
SWE,Period,Male,1888,56,312.22,18436.07,0.01694
SWE,Period,Female,1888,57,324.06,20776.67,0.0156
SWE,Period,Male,1888,57,345.25,18070.88,0.01911
SWE,Period,Female,1888,58,306.06,21634.59,0.01415
SWE,Period,Male,1888,58,363.26,18769.06,0.01935
SWE,Period,Female,1888,59,375.07,21246.64,0.01765
SWE,Period,Male,1888,59,409.3,18290.52,0.02238
SWE,Period,Female,1888,60,392.07,19718.24,0.01988
SWE,Period,Male,1888,60,411.29,16854.46,0.0244
SWE,Period,Female,1888,61,380.07,19795.11,0.0192
SWE,Period,Male,1888,61,409.29,16884.92,0.02424
SWE,Period,Female,1888,62,426.08,20827.43,0.02046
SWE,Period,Male,1888,62,497.36,17689.62,0.02812
SWE,Period,Female,1888,63,451.08,20081.25,0.02246
SWE,Period,Male,1888,63,498.35,16952.81,0.0294
SWE,Period,Female,1888,64,490.09,19442.65,0.02521
SWE,Period,Male,1888,64,489.35,16447.93,0.02975
SWE,Period,Female,1888,65,538.1,18995.09,0.02833
SWE,Period,Male,1888,65,566.4,15963.86,0.03548
SWE,Period,Female,1888,66,552.1,17652.03,0.03128
SWE,Period,Male,1888,66,540.38,14792.84,0.03653
SWE,Period,Female,1888,67,578.11,15942.87,0.03626
SWE,Period,Male,1888,67,548.39,13464.48,0.04073
SWE,Period,Female,1888,68,534.09,14366.65,0.03718
SWE,Period,Male,1888,68,503.36,12007.27,0.04192
SWE,Period,Female,1888,69,568.11,13582.08,0.04183
SWE,Period,Male,1888,69,513.37,11166.88,0.04597
SWE,Period,Female,1888,70,589.11,12796.94,0.04604
SWE,Period,Male,1888,70,570.41,10351.5,0.0551
SWE,Period,Female,1888,71,629.11,12237.3,0.05141
SWE,Period,Male,1888,71,535.38,9807.97,0.05459
SWE,Period,Female,1888,72,678.13,11719.45,0.05786
SWE,Period,Male,1888,72,601.43,9251.56,0.06501
SWE,Period,Female,1888,73,624.11,10268.53,0.06078
SWE,Period,Male,1888,73,554.39,7972.02,0.06954
SWE,Period,Female,1888,74,600.11,8466.2,0.07088
SWE,Period,Male,1888,74,491.35,6464.58,0.07601
SWE,Period,Female,1888,75,561.1,7880.03,0.07121
SWE,Period,Male,1888,75,506.36,5840.05,0.0867
SWE,Period,Female,1888,76,649.12,7896.92,0.0822
SWE,Period,Male,1888,76,535.38,5717.87,0.09363
SWE,Period,Female,1888,77,656.12,7021.51,0.09344
SWE,Period,Male,1888,77,531.38,5031.07,0.10562
SWE,Period,Female,1888,78,551.1,5473.67,0.10068
SWE,Period,Male,1888,78,414.29,3787.41,0.10939
SWE,Period,Female,1888,79,457.08,4403.95,0.10379
SWE,Period,Male,1888,79,372.26,2990.77,0.12447
SWE,Period,Female,1888,80,527.1,4131.88,0.12757
SWE,Period,Male,1888,80,372.26,2764.05,0.13468
SWE,Period,Female,1888,81,527.1,3633.75,0.14506
SWE,Period,Male,1888,81,370.26,2415.16,0.15331
SWE,Period,Female,1888,82,441.09,3117.57,0.14149
SWE,Period,Male,1888,82,379.28,2001.03,0.18954
SWE,Period,Female,1888,83,439.08,2708.84,0.16209
SWE,Period,Male,1888,83,311.22,1675.88,0.18571
SWE,Period,Female,1888,84,399.08,2314.86,0.1724
SWE,Period,Male,1888,84,292.21,1401,0.20857
SWE,Period,Female,1888,85,369.07,1892.26,0.19504
SWE,Period,Male,1888,85,271.2,1100.85,0.24636
SWE,Period,Female,1888,86,362.07,1467.24,0.24677
SWE,Period,Male,1888,86,185.13,797.21,0.23222
SWE,Period,Female,1888,87,269.05,1093.95,0.24594
SWE,Period,Male,1888,87,144.1,538.91,0.26739
SWE,Period,Female,1888,88,211.04,844.47,0.24991
SWE,Period,Male,1888,88,120.08,388.13,0.30938
SWE,Period,Female,1888,89,165.03,661.35,0.24954
SWE,Period,Male,1888,89,106.08,294.71,0.35995
SWE,Period,Female,1888,90,142.03,495.06,0.28689
SWE,Period,Male,1888,90,77.06,214.85,0.35867
SWE,Period,Female,1888,91,118.02,355.4,0.33208
SWE,Period,Male,1888,91,58.04,152.68,0.38014
SWE,Period,Female,1888,92,78.02,242.25,0.32206
SWE,Period,Male,1888,92,30.03,98.48,0.30494
SWE,Period,Female,1888,93,67.01,166.29,0.40297
SWE,Period,Male,1888,93,24.01,63.44,0.37847
SWE,Period,Female,1888,94,47.01,111.27,0.42249
SWE,Period,Male,1888,94,9.01,39.43,0.22851
SWE,Period,Female,1888,95,29.01,71.45,0.40602
SWE,Period,Male,1888,95,9,22.11,0.40706
SWE,Period,Female,1888,96,24,38.18,0.6286
SWE,Period,Male,1888,96,8.01,10.82,0.7403
SWE,Period,Female,1888,97,12,21.44,0.5597
SWE,Period,Male,1888,97,2,5.93,0.33727
SWE,Period,Female,1888,98,12,13.89,0.86393
SWE,Period,Male,1888,98,2,2.92,0.68493
SWE,Period,Female,1888,99,1,6.89,0.14514
SWE,Period,Male,1888,99,1,1.27,0.7874
SWE,Period,Female,1888,100,2,4.22,0.47393
SWE,Period,Male,1888,100,1,0.48,2.08333
SWE,Period,Female,1889,0,6408,61546.52,0.10412
SWE,Period,Male,1889,0,7763.64,63635.94,0.122
SWE,Period,Female,1889,1,1631.25,59822.44,0.02727
SWE,Period,Male,1889,1,1702.9,61479.94,0.0277
SWE,Period,Female,1889,2,949.15,58671.57,0.01618
SWE,Period,Male,1889,2,999.11,60220.76,0.01659
SWE,Period,Female,1889,3,760.12,56468.77,0.01346
SWE,Period,Male,1889,3,715.8,57960.77,0.01235
SWE,Period,Female,1889,4,556.09,55055.38,0.0101
SWE,Period,Male,1889,4,570.63,56591.09,0.01008
SWE,Period,Female,1889,5,425.07,53230.45,0.00799
SWE,Period,Male,1889,5,415.46,54789.22,0.00758
SWE,Period,Female,1889,6,323.05,51371.2,0.00629
SWE,Period,Male,1889,6,330.37,52803.47,0.00626
SWE,Period,Female,1889,7,301.05,50266.9,0.00599
SWE,Period,Male,1889,7,298.33,51688.54,0.00577
SWE,Period,Female,1889,8,236.03,49471.11,0.00477
SWE,Period,Male,1889,8,279.31,50703.21,0.00551
SWE,Period,Female,1889,9,225.03,50040.51,0.0045
SWE,Period,Male,1889,9,228.25,50983.74,0.00448
SWE,Period,Female,1889,10,181.03,49253.28,0.00368
SWE,Period,Male,1889,10,206.23,50301.7,0.0041
SWE,Period,Female,1889,11,187.03,48487.18,0.00386
SWE,Period,Male,1889,11,183.21,49613.49,0.00369
SWE,Period,Female,1889,12,144.03,47951.62,0.003
SWE,Period,Male,1889,12,176.2,49120.87,0.00359
SWE,Period,Female,1889,13,150.03,46533.93,0.00322
SWE,Period,Male,1889,13,130.15,47756.48,0.00273
SWE,Period,Female,1889,14,155.03,45173.53,0.00343
SWE,Period,Male,1889,14,148.16,46346.4,0.0032
SWE,Period,Female,1889,15,191.03,43853.28,0.00436
SWE,Period,Male,1889,15,146.17,45112.79,0.00324
SWE,Period,Female,1889,16,205.03,42504.92,0.00482
SWE,Period,Male,1889,16,173.19,43946.53,0.00394
SWE,Period,Female,1889,17,206.03,41687.2,0.00494
SWE,Period,Male,1889,17,190.21,42729.33,0.00445
SWE,Period,Female,1889,18,195.03,40146.84,0.00486
SWE,Period,Male,1889,18,231.26,40179.43,0.00576
SWE,Period,Female,1889,19,203.03,37640.23,0.00539
SWE,Period,Male,1889,19,198.22,36902.74,0.00537
SWE,Period,Female,1889,20,206.03,35017.64,0.00588
SWE,Period,Male,1889,20,175.2,33657.35,0.00521
SWE,Period,Female,1889,21,152.02,34942.01,0.00435
SWE,Period,Male,1889,21,220.25,33147.33,0.00664
SWE,Period,Female,1889,22,213.03,38127.51,0.00559
SWE,Period,Male,1889,22,226.25,36493.88,0.0062
SWE,Period,Female,1889,23,210.03,39197.17,0.00536
SWE,Period,Male,1889,23,262.29,37494.87,0.007
SWE,Period,Female,1889,24,197.03,38983.78,0.00505
SWE,Period,Male,1889,24,255.28,36819.15,0.00693
SWE,Period,Female,1889,25,204.04,38708.44,0.00527
SWE,Period,Male,1889,25,232.26,36318.98,0.0064
SWE,Period,Female,1889,26,241.04,37552.27,0.00642
SWE,Period,Male,1889,26,247.27,34927.52,0.00708
SWE,Period,Female,1889,27,237.04,35742.94,0.00663
SWE,Period,Male,1889,27,213.24,32747.79,0.00651
SWE,Period,Female,1889,28,209.03,35688.93,0.00586
SWE,Period,Male,1889,28,216.24,32397.03,0.00667
SWE,Period,Female,1889,29,227.03,36662.59,0.00619
SWE,Period,Male,1889,29,208.23,33110.85,0.00629
SWE,Period,Female,1889,30,204.03,36273.64,0.00562
SWE,Period,Male,1889,30,212.24,32661.78,0.0065
SWE,Period,Female,1889,31,224.04,34269.83,0.00654
SWE,Period,Male,1889,31,181.2,30650.49,0.00591
