Country,Timeframe,Sex,Year,Age,Dx,Nx,mx
SWE,Period,Female,1751,0,5988,28214.05,0.21223
SWE,Period,Male,1751,0,6902,28626.58,0.2411
SWE,Period,Female,1751,1,1286.45,26035.03,0.04941
SWE,Period,Male,1751,1,1359.88,25682.81,0.05295
SWE,Period,Female,1751,2,834.56,25880.11,0.03225
SWE,Period,Male,1751,2,882.13,25504.4,0.03459
SWE,Period,Female,1751,3,622,23917.92,0.02601
SWE,Period,Male,1751,3,655.26,23500.67,0.02788
SWE,Period,Female,1751,4,470.99,19876.49,0.0237
SWE,Period,Male,1751,4,497.74,19373.38,0.02569
SWE,Period,Female,1751,5,339,18069.18,0.01876
SWE,Period,Male,1751,5,364.84,17539.21,0.0208
SWE,Period,Female,1751,6,233.88,18051.53,0.01296
SWE,Period,Male,1751,6,259.28,17716.63,0.01463
SWE,Period,Female,1751,7,157.58,17969.14,0.00877
SWE,Period,Male,1751,7,181.76,17912.86,0.01015
SWE,Period,Female,1751,8,110.1,18115.02,0.00608
SWE,Period,Male,1751,8,132.28,18276.11,0.00724
SWE,Period,Female,1751,9,91.45,18515.36,0.00494
SWE,Period,Male,1751,9,110.83,18800.71,0.00589
SWE,Period,Female,1751,10,96.28,18505.14,0.0052
SWE,Period,Male,1751,10,112.29,18675.48,0.00601
SWE,Period,Female,1751,11,103.19,17954.22,0.00575
SWE,Period,Male,1751,11,116.2,17886.97,0.0065
SWE,Period,Female,1751,12,106.86,17322.98,0.00617
SWE,Period,Male,1751,12,117.46,17127.26,0.00686
SWE,Period,Female,1751,13,107.26,16689.95,0.00643
SWE,Period,Male,1751,13,116.05,16450.93,0.00705
SWE,Period,Female,1751,14,104.41,16140.99,0.00647
SWE,Period,Male,1751,14,111.99,15907.71,0.00704
SWE,Period,Female,1751,15,99.22,16203.55,0.00612
SWE,Period,Male,1751,15,106.15,15743.08,0.00674
SWE,Period,Female,1751,16,95.41,16741.36,0.0057
SWE,Period,Male,1751,16,102.05,15912.12,0.00641
SWE,Period,Female,1751,17,93.9,17016.72,0.00552
SWE,Period,Male,1751,17,100.57,15906.3,0.00632
SWE,Period,Female,1751,18,94.69,17152.6,0.00552
SWE,Period,Male,1751,18,101.72,15525.9,0.00655
SWE,Period,Female,1751,19,97.78,17307.7,0.00565
SWE,Period,Male,1751,19,105.5,14968.11,0.00705
SWE,Period,Female,1751,20,102.69,17115.33,0.006
SWE,Period,Male,1751,20,111.24,14479.39,0.00768
SWE,Period,Female,1751,21,107.5,16627.88,0.00647
SWE,Period,Male,1751,21,116.38,14054.87,0.00828
SWE,Period,Female,1751,22,111.77,16218.95,0.00689
SWE,Period,Male,1751,22,120.26,13772.78,0.00873
SWE,Period,Female,1751,23,115.45,15898.01,0.00726
SWE,Period,Male,1751,23,122.88,13782.11,0.00892
SWE,Period,Female,1751,24,118.59,15537.16,0.00763
SWE,Period,Male,1751,24,124.24,13821.8,0.00899
SWE,Period,Female,1751,25,121.49,15320.01,0.00793
SWE,Period,Male,1751,25,124.71,13829.11,0.00902
SWE,Period,Female,1751,26,125.55,15358.54,0.00817
SWE,Period,Male,1751,26,125.73,13885.7,0.00905
SWE,Period,Female,1751,27,131.1,15395.01,0.00852
SWE,Period,Male,1751,27,127.68,13812.16,0.00924
SWE,Period,Female,1751,28,138.16,15390.89,0.00898
SWE,Period,Male,1751,28,130.54,13693.83,0.00953
SWE,Period,Female,1751,29,146.7,15296.54,0.00959
SWE,Period,Male,1751,29,134.34,13593.1,0.00988
SWE,Period,Female,1751,30,155.69,14725.04,0.01057
SWE,Period,Male,1751,30,138.39,13124.55,0.01054
SWE,Period,Female,1751,31,160.83,13753.72,0.01169
SWE,Period,Male,1751,31,139.99,12289.69,0.01139
SWE,Period,Female,1751,32,161.1,12770.3,0.01262
SWE,Period,Male,1751,32,138.51,11465.77,0.01208
SWE,Period,Female,1751,33,156.45,11813.53,0.01324
SWE,Period,Male,1751,33,133.9,10734.49,0.01247
SWE,Period,Female,1751,34,146.93,10955.35,0.01341
SWE,Period,Male,1751,34,126.21,10102.04,0.01249
SWE,Period,Female,1751,35,134.26,10648.1,0.01261
SWE,Period,Male,1751,35,116.66,9873.71,0.01182
SWE,Period,Female,1751,36,125.44,10922.23,0.01148
SWE,Period,Male,1751,36,110.24,10062.83,0.01096
SWE,Period,Female,1751,37,122.21,11288.95,0.01083
SWE,Period,Male,1751,37,108.21,10285.33,0.01052
SWE,Period,Female,1751,38,124.57,11701.36,0.01065
SWE,Period,Male,1751,38,110.57,10468.73,0.01056
SWE,Period,Female,1751,39,132.53,12062.57,0.01099
SWE,Period,Male,1751,39,117.32,10547.08,0.01112
SWE,Period,Female,1751,40,144.18,11679.85,0.01234
SWE,Period,Male,1751,40,127.22,10079.1,0.01262
SWE,Period,Female,1751,41,151.91,10703.18,0.01419
SWE,Period,Male,1751,41,135.28,9234.48,0.01465
SWE,Period,Female,1751,42,153.82,9820.49,0.01566
SWE,Period,Male,1751,42,140.27,8546.09,0.01641
SWE,Period,Female,1751,43,149.91,8973.35,0.01671
SWE,Period,Male,1751,43,142.19,7950.53,0.01788
SWE,Period,Female,1751,44,140.19,8137.8,0.01723
SWE,Period,Male,1751,44,141.04,7345.02,0.0192
SWE,Period,Female,1751,45,126.68,7890.74,0.01605
SWE,Period,Male,1751,45,137.86,7113.12,0.01938
SWE,Period,Female,1751,46,117.53,8328.6,0.01411
SWE,Period,Male,1751,46,136.73,7373.73,0.01854
SWE,Period,Female,1751,47,114.8,8928.37,0.01286
SWE,Period,Male,1751,47,138.71,7729.47,0.01795
SWE,Period,Female,1751,48,118.46,9675.99,0.01224
SWE,Period,Male,1751,48,143.77,8163.28,0.01761
SWE,Period,Female,1751,49,128.53,10493.35,0.01225
SWE,Period,Male,1751,49,151.92,8597.01,0.01767
SWE,Period,Female,1751,50,143.05,10365.54,0.0138
SWE,Period,Male,1751,50,161.82,8380.13,0.01931
SWE,Period,Female,1751,51,154.23,9311.34,0.01656
SWE,Period,Male,1751,51,168.04,7535.87,0.0223
SWE,Period,Female,1751,52,160.1,8281.95,0.01933
SWE,Period,Male,1751,52,169.23,6643.98,0.02547
SWE,Period,Female,1751,53,160.67,7333.77,0.02191
SWE,Period,Male,1751,53,165.39,5791.5,0.02856
SWE,Period,Female,1751,54,155.94,6465.72,0.02412
SWE,Period,Male,1751,54,156.52,5038.33,0.03107
SWE,Period,Female,1751,55,148.3,6156.59,0.02409
SWE,Period,Male,1751,55,144.91,4724.62,0.03067
SWE,Period,Female,1751,56,147.26,6432.94,0.02289
SWE,Period,Male,1751,56,139.79,4845.66,0.02885
SWE,Period,Female,1751,57,155.21,6833.32,0.02271
SWE,Period,Male,1751,57,143.43,5049.44,0.02841
SWE,Period,Female,1751,58,172.15,7429.4,0.02317
SWE,Period,Male,1751,58,155.84,5315.51,0.02932
SWE,Period,Female,1751,59,198.07,8212.68,0.02412
SWE,Period,Male,1751,59,177.02,5600.18,0.03161
SWE,Period,Female,1751,60,230.02,8532.21,0.02696
SWE,Period,Male,1751,60,204.06,5627.67,0.03626
SWE,Period,Female,1751,61,256.12,8305.07,0.03084
SWE,Period,Male,1751,61,225.27,5434.27,0.04145
SWE,Period,Female,1751,62,273.41,7901.73,0.0346
SWE,Period,Male,1751,62,237.74,5196.41,0.04575
SWE,Period,Female,1751,63,281.88,7276.38,0.03874
SWE,Period,Male,1751,63,241.47,4889.2,0.04939
SWE,Period,Female,1751,64,281.55,6537.64,0.04307
SWE,Period,Male,1751,64,236.46,4573.58,0.0517
SWE,Period,Female,1751,65,274.82,6026.68,0.0456
SWE,Period,Male,1751,65,224.96,4305.39,0.05225
SWE,Period,Female,1751,66,271.34,5823.37,0.0466
SWE,Period,Male,1751,66,215.94,4103.4,0.05262
SWE,Period,Female,1751,67,273.53,5685.29,0.04811
SWE,Period,Male,1751,67,211.67,3920.99,0.05398
SWE,Period,Female,1751,68,281.39,5577.1,0.05045
SWE,Period,Male,1751,68,212.12,3735.45,0.05679
SWE,Period,Female,1751,69,294.92,5475.98,0.05386
SWE,Period,Male,1751,69,217.31,3521.9,0.0617
SWE,Period,Female,1751,70,311.33,5083.68,0.06124
SWE,Period,Male,1751,70,225.28,3211.76,0.07014
SWE,Period,Female,1751,71,319.45,4398.76,0.07262
SWE,Period,Male,1751,71,228.22,2830.62,0.08063
SWE,Period,Female,1751,72,316.48,3731.97,0.0848
SWE,Period,Male,1751,72,224.18,2452.48,0.09141
SWE,Period,Female,1751,73,302.43,3087.66,0.09795
SWE,Period,Male,1751,73,213.16,2072.32,0.10286
SWE,Period,Female,1751,74,277.3,2485.12,0.11158
SWE,Period,Male,1751,74,195.16,1707.23,0.11431
SWE,Period,Female,1751,75,244.54,2118.19,0.11545
SWE,Period,Male,1751,75,172.27,1445.17,0.1192
SWE,Period,Female,1751,76,217.89,1976.61,0.11023
SWE,Period,Male,1751,76,152.91,1294.55,0.11812
SWE,Period,Female,1751,77,200.83,1882.71,0.10667
SWE,Period,Male,1751,77,139.18,1182.98,0.11765
SWE,Period,Female,1751,78,193.34,1839.56,0.1051
SWE,Period,Male,1751,78,131.06,1106.03,0.1185
SWE,Period,Female,1751,79,195.42,1786.41,0.10939
SWE,Period,Male,1751,79,128.56,1052.81,0.12211
SWE,Period,Female,1751,80,204.09,1638.91,0.12453
SWE,Period,Male,1751,80,130.12,966.81,0.13459
SWE,Period,Female,1751,81,207.39,1429.59,0.14507
SWE,Period,Male,1751,81,129.46,839.84,0.15415
SWE,Period,Female,1751,82,202.35,1224.5,0.16525
SWE,Period,Male,1751,82,124.99,715.06,0.1748
SWE,Period,Female,1751,83,188.96,1028.06,0.1838
SWE,Period,Male,1751,83,116.74,597.24,0.19547
SWE,Period,Female,1751,84,167.22,849.81,0.19677
SWE,Period,Male,1751,84,104.69,491.06,0.21319
SWE,Period,Female,1751,85,139.3,698.16,0.19952
SWE,Period,Male,1751,85,89.82,398.36,0.22547
SWE,Period,Female,1751,86,113.83,570.58,0.1995
SWE,Period,Male,1751,86,76,323.06,0.23525
SWE,Period,Female,1751,87,92.98,464.14,0.20033
SWE,Period,Male,1751,87,64.18,265.53,0.24171
SWE,Period,Female,1751,88,76.75,379.39,0.2023
SWE,Period,Male,1751,88,54.39,218.62,0.24879
SWE,Period,Female,1751,89,65.14,312.64,0.20835
SWE,Period,Male,1751,89,46.61,177.95,0.26193
SWE,Period,Female,1751,90,68.99,251.48,0.27434
SWE,Period,Male,1751,90,42.23,141.63,0.29817
SWE,Period,Female,1751,91,58.07,197.36,0.29423
SWE,Period,Male,1751,91,35.54,111.6,0.31846
SWE,Period,Female,1751,92,48.27,152.87,0.31576
SWE,Period,Male,1751,92,29.58,87.01,0.33996
SWE,Period,Female,1751,93,39.62,116.78,0.33927
SWE,Period,Male,1751,93,24.32,67.26,0.36158
SWE,Period,Female,1751,94,32.08,88.09,0.36417
SWE,Period,Male,1751,94,19.76,51.81,0.38139
SWE,Period,Female,1751,95,25.62,65.69,0.39001
SWE,Period,Male,1751,95,15.85,39.58,0.40045
SWE,Period,Female,1751,96,20.18,48.18,0.41885
SWE,Period,Male,1751,96,12.55,29.68,0.42284
SWE,Period,Female,1751,97,15.66,34.64,0.45208
SWE,Period,Male,1751,97,9.82,21.66,0.45337
SWE,Period,Female,1751,98,11.98,24.68,0.48541
SWE,Period,Male,1751,98,7.57,15.67,0.48309
SWE,Period,Female,1751,99,9.02,17.2,0.52442
SWE,Period,Male,1751,99,5.75,11.31,0.5084
SWE,Period,Female,1751,100,6.69,11.64,0.57474
SWE,Period,Male,1751,100,4.32,7.9,0.54684
SWE,Period,Female,1751,101,4.88,7.83,0.62324
SWE,Period,Male,1751,101,3.19,5.26,0.60646
SWE,Period,Female,1751,102,3.5,4.91,0.71283
SWE,Period,Male,1751,102,2.32,3.45,0.67246
SWE,Period,Female,1751,103,2.48,2.71,0.91513
SWE,Period,Male,1751,103,1.66,2.36,0.70339
SWE,Period,Female,1751,104,1.72,1.35,1.27407
SWE,Period,Male,1751,104,1.18,1.33,0.88722
SWE,Period,Female,1751,105,1.17,0.63,1.85714
SWE,Period,Male,1751,105,0.82,0.49,1.67347
SWE,Period,Female,1751,106,0.78,0.33,2.36364
SWE,Period,Male,1751,106,0.56,0.14,4
SWE,Period,Female,1751,107,0.29,0.05,5.8
SWE,Period,Female,1752,0,6735,27339.47,0.24635
SWE,Period,Male,1752,0,7710,28094.97,0.27443
SWE,Period,Female,1752,1,1896.42,26150.03,0.07252
SWE,Period,Male,1752,1,2010.62,25779.34,0.07799
SWE,Period,Female,1752,2,1244.58,25767.88,0.0483
SWE,Period,Male,1752,2,1300.37,25409.61,0.05118
SWE,Period,Female,1752,3,876.52,25885.28,0.03386
SWE,Period,Male,1752,3,972.73,25523.33,0.03811
SWE,Period,Female,1752,4,641.47,21572.3,0.02974
SWE,Period,Male,1752,4,749.27,21101.03,0.03551
SWE,Period,Female,1752,5,489.9,17968.57,0.02726
SWE,Period,Male,1752,5,560.51,17428.59,0.03216
SWE,Period,Female,1752,6,374.46,18086.16,0.0207
SWE,Period,Male,1752,6,407.12,17629.24,0.02309
SWE,Period,Female,1752,7,283.3,18157.93,0.0156
SWE,Period,Male,1752,7,289.27,17903.74,0.01616
SWE,Period,Female,1752,8,216.45,18134.98,0.01194
SWE,Period,Male,1752,8,206.95,18169.36,0.01139
SWE,Period,Female,1752,9,173.89,18317.47,0.00949
SWE,Period,Male,1752,9,160.16,18578.04,0.00862
SWE,Period,Female,1752,10,152.15,18737.98,0.00812
SWE,Period,Male,1752,10,143.23,19130.57,0.00749
SWE,Period,Female,1752,11,137.33,18092.2,0.00759
SWE,Period,Male,1752,11,133.5,18205.86,0.00733
SWE,Period,Female,1752,12,125.95,17550.27,0.00718
SWE,Period,Male,1752,12,125.29,17434.87,0.00719
SWE,Period,Female,1752,13,118.03,16930.15,0.00697
SWE,Period,Male,1752,13,118.58,16692.85,0.0071
SWE,Period,Female,1752,14,113.54,16310.67,0.00696
SWE,Period,Male,1752,14,113.41,16035.61,0.00707
SWE,Period,Female,1752,15,111.99,15774.57,0.0071
SWE,Period,Male,1752,15,109.8,15509.74,0.00708
SWE,Period,Female,1752,16,111.23,16348.56,0.0068
SWE,Period,Male,1752,16,108.02,15641.27,0.00691
SWE,Period,Female,1752,17,110.73,16897.69,0.00655
SWE,Period,Male,1752,17,108.11,15812.3,0.00684
SWE,Period,Female,1752,18,110.51,17179.94,0.00643
SWE,Period,Male,1752,18,110.1,15805.26,0.00697
SWE,Period,Female,1752,19,110.56,17316.14,0.00638
SWE,Period,Male,1752,19,113.97,15420.64,0.00739
SWE,Period,Female,1752,20,110.85,17470.54,0.00634
SWE,Period,Male,1752,20,119.08,14854.7,0.00802
SWE,Period,Female,1752,21,111.25,16895.28,0.00658
SWE,Period,Male,1752,21,122.88,14355.27,0.00856
SWE,Period,Female,1752,22,111.72,16408.02,0.00681
SWE,Period,Male,1752,22,124.74,13925.17,0.00896
SWE,Period,Female,1752,23,112.28,15998.78,0.00702
SWE,Period,Male,1752,23,124.66,13639.59,0.00914
SWE,Period,Female,1752,24,112.91,15677.12,0.0072
SWE,Period,Male,1752,24,122.64,13647.33,0.00899
SWE,Period,Female,1752,25,113.86,15314.68,0.00743
SWE,Period,Male,1752,25,119.21,13686.6,0.00871
SWE,Period,Female,1752,26,116.1,15340.05,0.00757
SWE,Period,Male,1752,26,116.42,13837.33,0.00841
SWE,Period,Female,1752,27,119.87,15373.89,0.0078
SWE,Period,Male,1752,27,114.83,13894.8,0.00826
SWE,Period,Female,1752,28,125.17,15404.88,0.00813
SWE,Period,Male,1752,28,114.4,13820.21,0.00828
SWE,Period,Female,1752,29,132,15393.77,0.00857
SWE,Period,Male,1752,29,115.15,13698.26,0.00841
SWE,Period,Female,1752,30,139.31,15291.43,0.00911
SWE,Period,Male,1752,30,116.67,13594.31,0.00858
SWE,Period,Female,1752,31,142.92,14361.09,0.00995
SWE,Period,Male,1752,31,117.27,12858.41,0.00912
SWE,Period,Female,1752,32,141.76,13402.41,0.01058
SWE,Period,Male,1752,32,116.54,12031.82,0.00969
SWE,Period,Female,1752,33,135.84,12436.42,0.01092
SWE,Period,Male,1752,33,114.46,11218.93,0.0102
SWE,Period,Female,1752,34,125.17,11502.61,0.01088
SWE,Period,Male,1752,34,111.06,10500.51,0.01058
SWE,Period,Female,1752,35,111.56,10670.37,0.01046
SWE,Period,Male,1752,35,106.95,9882.24,0.01082
SWE,Period,Female,1752,36,102.3,10761.2,0.00951
SWE,Period,Male,1752,36,104.64,9949.63,0.01052
SWE,Period,Female,1752,37,99.22,11045.79,0.00898
SWE,Period,Male,1752,37,104.77,10144.43,0.01033
SWE,Period,Female,1752,38,102.32,11419.82,0.00896
SWE,Period,Male,1752,38,107.32,10370.77,0.01035
SWE,Period,Female,1752,39,111.6,11833.05,0.00943
SWE,Period,Male,1752,39,112.31,10553.7,0.01064
SWE,Period,Female,1752,40,124.95,12191,0.01025
SWE,Period,Male,1752,40,118.84,10627.98,0.01118
SWE,Period,Female,1752,41,133.94,11226.91,0.01193
SWE,Period,Male,1752,41,123.29,9754.9,0.01264
SWE,Period,Female,1752,42,136.47,10270.18,0.01329
SWE,Period,Male,1752,42,124.77,8922.44,0.01398
SWE,Period,Female,1752,43,132.53,9411.25,0.01408
SWE,Period,Male,1752,43,123.28,8245.8,0.01495
SWE,Period,Female,1752,44,122.13,8593.18,0.01421
SWE,Period,Male,1752,44,118.82,7662.38,0.01551
SWE,Period,Female,1752,45,107.55,7792.38,0.0138
SWE,Period,Male,1752,45,112.57,7070.67,0.01592
SWE,Period,Female,1752,46,97.88,8050.32,0.01216
SWE,Period,Male,1752,46,109.21,7164.14,0.01524
SWE,Period,Female,1752,47,95.4,8507.27,0.01121
SWE,Period,Male,1752,47,109.93,7428.17,0.0148
SWE,Period,Female,1752,48,100.12,9126.28,0.01097
SWE,Period,Male,1752,48,114.72,7787.59,0.01473
SWE,Period,Female,1752,49,112.04,9889.83,0.01133
SWE,Period,Male,1752,49,123.57,8221.53,0.01503
SWE,Period,Female,1752,50,128.73,10723.48,0.012
SWE,Period,Male,1752,50,135.05,8655.66,0.0156
SWE,Period,Female,1752,51,140.55,9833.95,0.01429
SWE,Period,Male,1752,51,143.41,7961.84,0.01801
SWE,Period,Female,1752,52,145.08,8809.14,0.01647
SWE,Period,Male,1752,52,147.18,7136.12,0.02062
SWE,Period,Female,1752,53,142.34,7815.71,0.01821
SWE,Period,Male,1752,53,146.37,6272.55,0.02334
SWE,Period,Female,1752,54,132.31,6907.93,0.01915
SWE,Period,Male,1752,54,140.99,5455.88,0.02584
SWE,Period,Female,1752,55,118.14,6081.5,0.01943
SWE,Period,Male,1752,55,132.67,4741.86,0.02798
SWE,Period,Female,1752,56,112.4,6261.38,0.01795
SWE,Period,Male,1752,56,127.92,4750.2,0.02693
SWE,Period,Female,1752,57,118.23,6545.95,0.01806
SWE,Period,Male,1752,57,128.39,4879.53,0.02631
SWE,Period,Female,1752,58,135.63,6948.64,0.01952
SWE,Period,Male,1752,58,134.06,5084.56,0.02637
SWE,Period,Female,1752,59,164.6,7542.61,0.02182
SWE,Period,Male,1752,59,144.95,5343.49,0.02713
SWE,Period,Female,1752,60,201.23,8325.7,0.02417
SWE,Period,Male,1752,60,159.44,5614.39,0.0284
SWE,Period,Female,1752,61,229.84,8085.22,0.02843
SWE,Period,Male,1752,61,171.14,5345.38,0.03202
SWE,Period,Female,1752,62,246.53,7842.19,0.03144
SWE,Period,Male,1752,62,178.41,5138.98,0.03472
SWE,Period,Female,1752,63,251.28,7433.01,0.03381
SWE,Period,Male,1752,63,181.28,4896.48,0.03702
SWE,Period,Female,1752,64,244.11,6819.21,0.0358
SWE,Period,Male,1752,64,179.73,4596.04,0.03911
SWE,Period,Female,1752,65,228.41,6103.96,0.03742
SWE,Period,Male,1752,65,175.1,4295.44,0.04076
SWE,Period,Female,1752,66,217.85,5823.1,0.03741
SWE,Period,Male,1752,66,172.59,4094.5,0.04215
SWE,Period,Female,1752,67,215.84,5619.29,0.03841
SWE,Period,Male,1752,67,173.55,3900.18,0.0445
SWE,Period,Female,1752,68,222.4,5474.99,0.04062
SWE,Period,Male,1752,68,177.96,3719.28,0.04785
SWE,Period,Female,1752,69,237.49,5354.86,0.04435
SWE,Period,Male,1752,69,185.82,3529.13,0.05265
SWE,Period,Female,1752,70,257.86,5237.42,0.04923
SWE,Period,Male,1752,70,195.38,3306.42,0.05909
SWE,Period,Female,1752,71,270.37,4610.73,0.05864
SWE,Period,Male,1752,71,199.59,2938.35,0.06793
SWE,Period,Female,1752,72,271.74,3944.76,0.06889
SWE,Period,Male,1752,72,196.7,2561.62,0.07679
SWE,Period,Female,1752,73,261.96,3306.65,0.07922
SWE,Period,Male,1752,73,186.72,2195.14,0.08506
SWE,Period,Female,1752,74,241.05,2700.77,0.08925
SWE,Period,Male,1752,74,169.61,1834.47,0.09246
SWE,Period,Female,1752,75,212.16,2145.09,0.0989
SWE,Period,Male,1752,75,147.44,1495.59,0.09858
SWE,Period,Female,1752,76,188,1967.9,0.09553
SWE,Period,Male,1752,76,128.28,1310.64,0.09788
SWE,Period,Female,1752,77,171.72,1841.8,0.09323
SWE,Period,Male,1752,77,114.16,1173.94,0.09725
SWE,Period,Female,1752,78,163.32,1756.79,0.09297
SWE,Period,Male,1752,78,105.08,1071.91,0.09803
SWE,Period,Female,1752,79,162.81,1716.63,0.09484
SWE,Period,Male,1752,79,101.03,1000.1,0.10102
SWE,Period,Female,1752,80,167.83,1664.62,0.10082
SWE,Period,Male,1752,80,100.76,980.18,0.1028
SWE,Period,Female,1752,81,168.86,1452.24,0.11628
SWE,Period,Male,1752,81,99.17,852.11,0.11638
SWE,Period,Female,1752,82,163.55,1244.27,0.13144
SWE,Period,Male,1752,82,94.99,727.82,0.13051
SWE,Period,Female,1752,83,151.89,1047.87,0.14495
SWE,Period,Male,1752,83,88.22,608.9,0.14488
SWE,Period,Female,1752,84,133.87,867.44,0.15433
SWE,Period,Male,1752,84,78.86,500.12,0.15768
SWE,Period,Female,1752,85,111.16,711.24,0.15629
SWE,Period,Male,1752,85,67.59,405.45,0.1667
SWE,Period,Female,1752,86,90.39,584.24,0.15471
SWE,Period,Male,1752,86,57.11,325.68,0.17536
SWE,Period,Female,1752,87,73.21,477.77,0.15323
SWE,Period,Male,1752,87,48.12,261.66,0.1839
SWE,Period,Female,1752,88,59.62,388.34,0.15353
SWE,Period,Male,1752,88,40.6,213.68,0.19
SWE,Period,Female,1752,89,49.62,316.52,0.15677
SWE,Period,Male,1752,89,34.57,174.55,0.19805
SWE,Period,Female,1752,90,48.19,252.69,0.19071
SWE,Period,Male,1752,90,29.54,138.69,0.21299
SWE,Period,Female,1752,91,39.28,197.86,0.19852
SWE,Period,Male,1752,91,24.62,108.63,0.22664
SWE,Period,Female,1752,92,31.52,153.08,0.20591
SWE,Period,Male,1752,92,20.29,84.08,0.24132
SWE,Period,Female,1752,93,24.88,116.81,0.213
SWE,Period,Male,1752,93,16.55,64.32,0.25731
SWE,Period,Female,1752,94,19.32,87.81,0.22002
SWE,Period,Male,1752,94,13.33,48.76,0.27338
SWE,Period,Female,1752,95,14.76,65.15,0.22655
SWE,Period,Male,1752,95,10.62,36.92,0.28765
SWE,Period,Female,1752,96,11.08,47.78,0.2319
SWE,Period,Male,1752,96,8.35,27.73,0.30112
SWE,Period,Female,1752,97,8.16,34.41,0.23714
SWE,Period,Male,1752,97,6.48,20.38,0.31796
SWE,Period,Female,1752,98,5.91,24.21,0.24411
SWE,Period,Male,1752,98,4.97,14.45,0.34394
SWE,Period,Female,1752,99,4.19,16.9,0.24793
SWE,Period,Male,1752,99,3.76,10.16,0.37008
SWE,Period,Female,1752,100,2.93,11.49,0.255
SWE,Period,Male,1752,100,2.81,7.15,0.39301
SWE,Period,Female,1752,101,2,7.51,0.26631
SWE,Period,Male,1752,101,2.06,4.81,0.42827
SWE,Period,Female,1752,102,1.34,4.9,0.27347
SWE,Period,Male,1752,102,1.5,3,0.5
SWE,Period,Female,1752,103,0.88,2.86,0.30769
SWE,Period,Male,1752,103,1.07,1.81,0.59116
SWE,Period,Female,1752,104,0.57,1.3,0.43846
SWE,Period,Male,1752,104,0.76,1.2,0.63333
SWE,Period,Male,1752,105,0.29,0.55,0.52727
SWE,Period,Female,1753,0,5768,27268.88,0.21152
SWE,Period,Male,1753,0,6740,27987.8,0.24082
SWE,Period,Female,1753,1,1403.81,26357.49,0.05326
SWE,Period,Male,1753,1,1525.04,25990.44,0.05868
SWE,Period,Female,1753,2,918.2,26332.18,0.03487
SWE,Period,Male,1753,2,998.96,26029.05,0.03838
SWE,Period,Female,1753,3,656.85,26249.32,0.02502
SWE,Period,Male,1753,3,711.92,25991.43,0.02739
SWE,Period,Female,1753,4,486.15,21813.71,0.02229
SWE,Period,Male,1753,4,523.09,21297.34,0.02456
SWE,Period,Female,1753,5,366.69,18240.39,0.0201
SWE,Period,Male,1753,5,390.74,17667.56,0.02212
SWE,Period,Female,1753,6,274.4,18271.1,0.01502
SWE,Period,Male,1753,6,288.74,17889.18,0.01614
SWE,Period,Female,1753,7,203.26,18496.46,0.01099
SWE,Period,Male,1753,7,210.57,18186.8,0.01158
SWE,Period,Female,1753,8,153.25,18643.21,0.00822
SWE,Period,Male,1753,8,156.24,18537.8,0.00843
SWE,Period,Female,1753,9,124.39,18661.1,0.00667
SWE,Period,Male,1753,9,125.72,18856.3,0.00667
SWE,Period,Female,1753,10,113.34,18864.41,0.00601
SWE,Period,Male,1753,10,115.05,19303.97,0.00596
SWE,Period,Female,1753,11,106.8,18001.78,0.00593
SWE,Period,Male,1753,11,108.29,18262.19,0.00593
SWE,Period,Female,1753,12,101.42,17375.46,0.00584
SWE,Period,Male,1753,12,101.47,17379.46,0.00584
SWE,Period,Female,1753,13,97.23,16850.95,0.00577
SWE,Period,Male,1753,13,94.58,16643.93,0.00568
SWE,Period,Female,1753,14,94.2,16252.57,0.0058
SWE,Period,Male,1753,14,87.63,15935.9,0.0055
SWE,Period,Female,1753,15,92.29,15656.33,0.00589
SWE,Period,Male,1753,15,81.24,15309.6,0.00531
SWE,Period,Female,1753,16,91.2,16161.38,0.00564
SWE,Period,Male,1753,16,78.02,15439.52,0.00505
SWE,Period,Female,1753,17,90.85,16754.43,0.00542
SWE,Period,Male,1753,17,78.6,15571.44,0.00505
SWE,Period,Female,1753,18,91.25,17320.67,0.00527
SWE,Period,Male,1753,18,82.98,15740.25,0.00527
SWE,Period,Female,1753,19,92.41,17610.63,0.00525
SWE,Period,Male,1753,19,91.17,15728.49,0.0058
SWE,Period,Female,1753,20,94.25,17748.33,0.00531
SWE,Period,Male,1753,20,102.01,15334.78,0.00665
SWE,Period,Female,1753,21,96.54,17136.34,0.00563
SWE,Period,Male,1753,21,111,14762.06,0.00752
SWE,Period,Female,1753,22,99.21,16566.1,0.00599
SWE,Period,Male,1753,22,116.99,14255.77,0.00821
SWE,Period,Female,1753,23,102.27,16082.92,0.00636
SWE,Period,Male,1753,23,120,13821.22,0.00868
SWE,Period,Female,1753,24,105.72,15676.92,0.00674
SWE,Period,Male,1753,24,120,13533.18,0.00887
SWE,Period,Female,1753,25,109.61,15357.3,0.00714
SWE,Period,Male,1753,25,117.7,13540.26,0.00869
SWE,Period,Female,1753,26,114.16,15486.63,0.00737
SWE,Period,Male,1753,26,115.82,13829.2,0.00838
SWE,Period,Female,1753,27,119.47,15508.6,0.0077
SWE,Period,Male,1753,27,115.07,13982.92,0.00823
SWE,Period,Female,1753,28,125.49,15537.81,0.00808
SWE,Period,Male,1753,28,115.45,14040.53,0.00822
SWE,Period,Female,1753,29,132.26,15562.79,0.0085
SWE,Period,Male,1753,29,116.95,13962.51,0.00838
